"","CatSpeSpeciesRef","BandNumber","Date","Sex","Age","CatSampleID","LocRegionRef","LocLon","LocLat","AIV","AIVAb","CatAgeAgeRef","SpeOrder","lat","lon","Year","Month","Year2","Season","Ecotype","group","Species","Order"
"121","Australian shelduck","12157297",2013-02-07,NA,"J","4086","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"122","Australian shelduck","12157259",2012-12-10,"F","A","3776","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"123","Australian shelduck","12153249",2012-04-16,"F","A","3215","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Australian shelduck","Anseriformes"
"124","Australian shelduck",NA,2018-05-19,"F","A","11468","Apsley",141.386109,-36.94001,0,NA,"1+","Anseriformes",-36.94,141.39,2018,5,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"125","Australian shelduck",NA,2017-06-02,"F",NA,"10612","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"126","Australian shelduck",NA,2017-04-15,"F",NA,"10843","Geelong",144.455833,-38.224722,0,NA,"U","Anseriformes",-38.22,144.46,2017,4,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"127","Australian shelduck",NA,2014-02-03,"F","A","6627","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2014,2,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"128","Australian shelduck","12157264",2012-12-10,"F","A","3791","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"129","Australian shelduck",NA,2014-02-03,"F","A","6635","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2014,2,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"130","Australian shelduck","12157301",2013-02-07,"F","A","4093","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"131","Australian shelduck","12157266",2012-12-10,"F","A","3797","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"132","Australian shelduck","12153233",2012-02-22,"F","A","2058","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"133","Australian shelduck","12153232",2012-02-22,"F","A","2057","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"134","Australian shelduck","12157305",2013-02-11,"F","A","4122","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"135","Australian shelduck",NA,2017-03-23,"F",NA,"10788","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"136","Australian shelduck",NA,2017-03-23,"F",NA,"10784","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"137","Australian shelduck",NA,2017-03-23,"F",NA,"10787","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"138","Australian shelduck",NA,2019-03-16,"F",NA,"11815","Coorong",139.029,-35.596,0,NA,"U","Anseriformes",-35.6,139.03,2019,3,"2018","W","Temp","Duck","Australian shelduck","Anseriformes"
"139","Australian shelduck","12157273",2012-12-17,"M","A","3877","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"140","Australian shelduck",NA,2019-03-16,"F",NA,"11817","Coorong",139.029,-35.596,0,NA,"U","Anseriformes",-35.6,139.03,2019,3,"2018","W","Temp","Duck","Australian shelduck","Anseriformes"
"141","Australian shelduck","12157276",2012-12-17,"M","A","3247","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"142","Australian shelduck",NA,2018-06-11,"F",NA,"11587","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"143","Australian shelduck",NA,2013-02-04,"F","A","3997","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"144","Australian shelduck","12157314",2013-02-11,"M","A","4133","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"145","Australian shelduck",NA,2013-02-14,"F","A","4228","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"146","Australian shelduck",NA,2013-02-14,"F","A","4230","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"147","Australian shelduck",NA,2013-02-14,"F","A","4229","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"148","Australian shelduck","12153202",2012-02-14,"F","A","1974","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"149","Australian shelduck","12153204",2012-02-14,"F","A","1976","Melbourne Western Treatment Plant",144.65,-37.99,0,NA,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"150","Australian shelduck",NA,2019-05-18,"F",NA,"14278X","Glenaire",143.431,-38.777,0,NA,"U","Anseriformes",-38.78,143.43,2019,5,"2018","W","Temp","Duck","Australian shelduck","Anseriformes"
"151","Australian shelduck","12153209",2012-02-15,NA,"A","2019","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"152","Australian shelduck","12153206",2012-02-14,"F","A","1978","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"153","Australian shelduck","12157251",2012-12-10,"M","A","3743","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"154","Australian shelduck",NA,2017-03-23,"F",NA,"10798","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"155","Australian shelduck","12157252",2012-12-10,"M","A","3744","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"156","Australian shelduck",NA,2017-03-23,"F",NA,"10790","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"157","Australian shelduck","12153211",2012-04-13,"F","A","3238","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Australian shelduck","Anseriformes"
"158","Australian shelduck","12157329",2014-01-29,"F","A","6598","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2014,1,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"159","Australian shelduck","12157257",2012-12-10,"F","A","3768","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"160","Australian shelduck","12157331",2013-04-23,"F","A","5020","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Australian shelduck","Anseriformes"
"161","Australian shelduck","12153221",2012-02-16,NA,"A","2026","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"162","Australian shelduck","12153222",2012-02-16,"F","A","2030","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"163","Australian shelduck","11130979",2014-01-29,"F",NA,"6594","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"U","Anseriformes",-37.99,144.65,2014,1,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"164","Australian shelduck","12157261",2012-12-10,"F","A","3779","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"165","Australian shelduck",NA,2017-06-02,"F",NA,"10609","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"166","Australian shelduck",NA,2017-03-23,"F",NA,"10800","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"167","Australian shelduck","12158169",2014-02-05,"F","A","6638","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2014,2,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"168","Australian shelduck","12157301",2014-02-05,"F","A","6636","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2014,2,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"169","Australian shelduck","12157300",2013-02-14,"F","A","4178","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"170","Australian shelduck",NA,2017-06-02,"F",NA,"10618","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"171","Australian shelduck",NA,2018-06-09,"F","A","11501","Geelong",144.455833,-38.224722,0,NA,"1+","Anseriformes",-38.22,144.46,2018,6,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"172","Australian shelduck","12157267",2012-12-10,"M","A","3808","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"173","Australian shelduck","12157268",2012-12-12,"M","A","3823","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"174","Australian shelduck","12157304",2013-02-07,"F","A","4099","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"175","Australian shelduck","12157306",2013-02-11,"F","A","4123","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"176","Australian shelduck","12153235",2012-02-22,NA,"A","2073","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"177","Australian shelduck","12153236",2012-04-11,"F","A","3219","Melbourne Western Treatment Plant",144.65,-37.99,NA,0,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Australian shelduck","Anseriformes"
"178","Australian shelduck","12157271",2012-12-17,"M","A","3869","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"179","Australian shelduck",NA,2017-06-02,"F",NA,"10606","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"180","Australian shelduck","12157310",2013-02-11,"F","A","4127","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"181","Australian shelduck",NA,2018-05-19,"F","A","10856","Apsley",141.386109,-36.94001,0,NA,"1+","Anseriformes",-36.94,141.39,2018,5,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"182","Australian shelduck","12153237",2013-02-04,"M","A","3987","Melbourne Western Treatment Plant",144.65,-37.99,1,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"183","Australian shelduck","12153210",2012-02-16,NA,"A","2025","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"184","Australian shelduck",NA,2020-12-02,"F",NA,"14320X","Riverina",145.882762,-34.805386,0,NA,"U","Anseriformes",-34.81,145.88,2020,12,"2020","S","Temp","Duck","Australian shelduck","Anseriformes"
"185","Australian shelduck",NA,2017-06-02,"F",NA,"10602","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"186","Australian shelduck",NA,2017-06-02,"F",NA,"10613","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"187","Australian shelduck",NA,2017-06-02,"F",NA,"10616","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"188","Australian shelduck","12153246",2012-04-16,"M","A","3211","Melbourne Western Treatment Plant",144.65,-37.99,NA,1,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Australian shelduck","Anseriformes"
"189","Australian shelduck",NA,2017-06-02,"F",NA,"10603","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"190","Australian shelduck",NA,2017-06-02,"F",NA,"10611","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"191","Australian shelduck","12153205",2012-02-14,"F","A","1977","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"192","Australian shelduck",NA,2017-06-02,"F",NA,"10615","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2017,6,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"193","Australian shelduck","12153207",2012-02-14,"F","A","1980","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"194","Australian shelduck","12157326",2013-02-14,"F","A","4184","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"195","Australian shelduck",NA,2019-03-23,"F",NA,"11850","Glenaire",143.431,-38.777,0,NA,"U","Anseriformes",-38.78,143.43,2019,3,"2018","W","Temp","Duck","Australian shelduck","Anseriformes"
"196","Australian shelduck","12157300",2013-02-07,"F","A","4091","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"197","Australian shelduck",NA,2017-03-23,"F",NA,"10795","Cressy",143.5298,-38.0676,0,NA,"U","Anseriformes",-38.07,143.53,2017,3,"2016","W","Temp","Duck","Australian shelduck","Anseriformes"
"198","Australian shelduck",NA,2018-05-19,"F","A","11469","Apsley",141.386109,-36.94001,0,NA,"1+","Anseriformes",-36.94,141.39,2018,5,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"199","Australian shelduck","12153213",2012-04-13,NA,"A","3242","Melbourne Western Treatment Plant",144.65,-37.99,NA,0,"1+","Anseriformes",-37.99,144.65,2012,4,"2011","W","Temp","Duck","Australian shelduck","Anseriformes"
"200","Australian shelduck","12157256",2012-12-10,"F","A","3767","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"201","Australian shelduck",NA,2016-06-13,"F","A","10216","Carlisle river",143.421944,-38.610556,0,NA,"1+","Anseriformes",-38.61,143.42,2016,6,NA,"W","Temp","Duck","Australian shelduck","Anseriformes"
"202","Australian shelduck","12157295",2013-02-07,"M","A","4081","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"203","Australian shelduck",NA,2019-04-13,"F","A","11923","Killarney ",142.31,-38.33,0,NA,"1+","Anseriformes",-38.33,142.31,2019,4,"2018","W","Temp","Duck","Australian shelduck","Anseriformes"
"204","Australian shelduck","12158163",2014-01-31,"F","A","6604","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2014,1,"2013","S","Temp","Duck","Australian shelduck","Anseriformes"
"205","Australian shelduck",NA,2020-12-02,"F",NA,"14321X","Riverina",145.882762,-34.805386,0,NA,"U","Anseriformes",-34.81,145.88,2020,12,"2020","S","Temp","Duck","Australian shelduck","Anseriformes"
"206","Australian shelduck",NA,2018-05-19,"F","A","11470","Apsley",141.386109,-36.94001,0,NA,"1+","Anseriformes",-36.94,141.39,2018,5,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"207","Australian shelduck","12153227",2012-02-21,"F","A","2048","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2012,2,"2011","S","Temp","Duck","Australian shelduck","Anseriformes"
"208","Australian shelduck",NA,2019-05-18,"F",NA,"14279X","Glenaire",143.431,-38.777,0,NA,"U","Anseriformes",-38.78,143.43,2019,5,"2018","W","Temp","Duck","Australian shelduck","Anseriformes"
"209","Australian shelduck","12157275",2012-12-17,"F","A","3246","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2012,12,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"210","Australian shelduck","12157313",2013-02-11,"F","A","4132","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"211","Australian shelduck","12157313",2013-04-26,"F","A","5046","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,4,"2012","W","Temp","Duck","Australian shelduck","Anseriformes"
"212","Australian shelduck","12157302",2013-02-07,"F","A","4096","Melbourne Western Treatment Plant",144.65,-37.99,0,1,"1+","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"213","Australian shelduck",NA,2018-05-19,"F","A","10709","Apsley",141.386109,-36.94001,0,NA,"1+","Anseriformes",-36.94,141.39,2018,5,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
"214","Australian shelduck","12157293",2013-02-04,"M","J","4069","Melbourne Western Treatment Plant",144.65,-37.99,0,0,"1","Anseriformes",-37.99,144.65,2013,2,"2012","S","Temp","Duck","Australian shelduck","Anseriformes"
"215","Australian shelduck",NA,2018-06-11,"F",NA,"11588","Carlisle river",143.421944,-38.610556,0,NA,"U","Anseriformes",-38.61,143.42,2018,6,"2017","W","Temp","Duck","Australian shelduck","Anseriformes"
